area,is_house,has_pool,age,price,lat,lon,rooms,precio_por_m2,habitaciones_por_m2,tamano_Pequeña,tamano_Mediana,tamano_Grande,es_norte,area_por_habitacion,precio_por_habitacion
0.24873641624365483,1.0,0.0,0.5263157894736842,0.3912817851582771,0.999085974526401,0.005134032381706327,0.25,9.202136145008767,0.022471638937750345,0,1,0,1,44.500537,409.5
0.36050296954314726,1.0,0.0,0.8947368421052632,0.5002594706798131,0.9992384145238663,0.0024582402379712907,0.5,9.268676642398917,0.027022380881629494,0,0,1,1,37.00636166666667,343.0
0.1978048223350254,0.0,0.0,0.15789473684210525,0.27919045147898286,0.9991396666913878,0.0020536912362888932,0.25,7.636047971603525,0.025326858943958624,1,0,0,1,39.483775,301.5
0.37055837563451777,0.0,1.0,0.05263157894736842,0.09237156201349248,0.0005967597766251896,0.9894350442231249,0.5,2.150442477876106,0.02654867256637168,0,0,1,0,37.666666666666664,81.0
0.0,1.0,0.0,0.42105263157894735,0.00467047223663726,0.001290545680624208,0.996190772535112,0.0,1.85,0.025,1,0,0,0,40.0,74.0
0.25380710659898476,1.0,0.0,0.5263157894736842,0.05396990140114167,0.00140734918304643,0.9920677292633354,0.25,1.8777777777777778,0.022222222222222223,0,1,0,0,45.0,84.5
0.17258883248730963,0.0,0.0,0.5263157894736842,0.033731188375713546,0.0013079339806071624,0.9933632505534522,0.25,1.7567567567567568,0.02702702702702703,1,0,0,0,37.0,65.0
0.1067881776649746,0.0,0.0,0.2631578947368421,0.20031136481577583,0.9993995314290472,0.005992828371321952,0.25,7.388927987950183,0.03276686469157509,1,0,0,1,30.5186355,225.5
0.26903553299492383,0.0,0.0,0.15789473684210525,0.05967825635703165,0.0010764421217814674,0.9960979915047448,0.5,1.935483870967742,0.03225806451612903,0,1,0,0,31.0,60.0
0.2133672538071066,0.0,0.0,0.15789473684210525,0.31811105345096,0.9993730087109295,0.0036426789882862643,0.25,8.26493137565309,0.024380328541749527,0,1,0,1,41.0166745,339.0
0.45685279187817257,1.0,0.0,0.5263157894736842,0.0851063829787234,0.002204696819176561,0.9962356523177244,0.75,1.7615384615384615,0.03076923076923077,0,0,1,1,32.5,57.25
0.13705583756345177,0.0,0.0,0.3157894736842105,0.03528801245459263,0.0010665526399121932,0.9956225702242661,0.25,1.9850746268656716,0.029850746268656716,1,0,0,0,33.5,66.5
0.31994632994923855,1.0,0.0,0.5789473684210527,0.45822522055007786,0.9987170744085115,0.004178914469785983,0.5,9.201254705609495,0.029117894638004734,0,0,1,1,34.34314233333333,316.0
