poss,mp,raptor_total,war_total,pace_impact,war_class
3178.775978105393,1684.3161300565357,-4.841498430109393,-2.0044682661721884,0.4794362783762241,1
810.0225273036258,676.9055352454573,-8.415387730703104,-1.7803587919152857,-1.0637093784277625,1
4540.889521767535,2212.7283883243244,-4.110838899860181,-1.791087214111792,0.0936085806550117,1
6731.575187424712,3544.0724017246403,3.232796565878547,10.05578359,-0.7573036568417947,3
5798.776063348579,2676.445404089444,5.956607539897047,11.98435106,-0.5044868199037156,3
1427.488167408104,600.3492774052811,-7.153231302694446,-1.782495752170759,0.4796394211046749,1
2957.401475358288,1453.7307874093474,5.066863879047417,5.862770995601972,1.2256605417457027,3
8104.843156160327,3535.317498974628,3.071706123712314,9.299168247,-0.497870776585903,3
4960.814948820249,2381.8064884421374,2.122638177643591,5.850779096,-0.1611648958381334,3
-23.1558925254198,350.0543054405056,-3.36721160351881,-0.083954403,-0.3376510627715721,2
6545.509798642834,3448.315384630807,1.184800006425757,7.190995581,0.009880595164012,3
1473.9644567727182,823.5925854647095,-6.501896043243796,-1.6039849553289336,1.0056995873762251,1
3291.151218594859,1653.9819589708354,-4.848301826673145,-1.9163955293882875,0.4687745567228967,1
5847.118994410636,2992.7611127831515,0.5284401540355187,6.154880522,-0.918656843660703,3
6256.282160698054,3045.1151930989163,3.7460810247515495,10.40980022,0.3742802507361347,3
3892.468864503466,1900.7341121528516,3.0104151914455786,4.97955029,-0.3726590926058102,2
7175.634653204879,3206.847639600804,5.743178288318334,13.70487429,-0.1541096493548854,3
5787.564860092545,3124.7112174627327,5.916682293136184,13.4981743,-0.7449615564883512,3
3698.030384379985,2045.7959236091776,-3.5745410787598555,-1.20277487,0.1740303377708692,2
1989.9269022287156,1015.5445232198144,-6.621325498543045,-2.087603396243054,0.5792172978214158,1
2462.395507661719,1194.7754928160205,-6.13371133840794,-1.8513122395611323,0.7134231946531692,1
1592.9097287987329,516.3604642873983,-7.977881683716415,-1.6599594776304818,0.6843142757711402,1
