area,is_house,has_pool,age,price,lat,lon,rooms,cluster,distance_from_center,area_per_room,log_area,log_rooms,log_age
81.011416,0,0,11.0,630.0,40.718433488869024,-74.00869943941048,2.0,0,0.009844102311468338,40.505708,4.3945900830131785,0.6931471805599453,2.3978952727983707
99.963628,0,0,7.0,772.0,40.70703655672786,-73.99882286547236,3.0,0,0.006722686845347419,33.321209333333336,4.604806399825929,1.0986122886681098,1.9459101490553132
137.0,0,0,10.0,214.0,-34.55022296767069,-58.39126792444024,4.0,1,0.05326871565238058,34.25,4.919980925828125,1.3862943611198906,2.302585092994046
71.999825,1,1,10.0,751.0,40.72622343814479,-74.04392912201224,2.0,0,0.042312686757978085,35.9999125,4.276663688457546,0.6931471805599453,2.302585092994046
154.0,1,0,16.0,273.0,-34.56352457846761,-58.347365081459614,4.0,1,0.0517657955683867,38.5,5.0369526024136295,1.3862943611198906,2.772588722239781
65.96113,0,0,7.0,493.0,40.70615895650401,-74.0217395399245,2.0,0,0.016850794993532217,32.980565,4.18906562913956,0.6931471805599453,1.9459101490553132
128.0,0,0,9.0,247.0,-34.6089085606826,-58.39292241614618,3.0,1,0.013188329314904084,42.666666666666664,4.852030263919617,1.0986122886681098,2.1972245773362196
129.971297,0,0,11.0,948.0,40.72249326969758,-73.97726764483569,4.0,0,0.030891840409992363,32.49282425,4.8673136337696805,1.3862943611198906,2.3978952727983707
103.0,1,0,15.0,190.0,-34.57367874000471,-58.4600960371477,3.0,1,0.08386546671269862,34.333333333333336,4.634728988229636,1.0986122886681098,2.70805020110221
47.0,1,0,12.0,93.0,-34.640750345622635,-58.43088241849546,1.0,1,0.06253523475542813,47.0,3.8501476017100584,0.0,2.4849066497880004
104.98039,0,1,5.0,903.0,40.69053601025058,-74.01399100913282,3.0,0,0.020680623120927156,34.99346333333333,4.653773570810586,1.0986122886681098,1.6094379124341003
94.017836,0,0,5.0,1169.0,40.71193861764822,-74.00625513326035,3.0,0,0.0029049869436257453,31.33927866666667,4.54348450895161,1.0986122886681098,1.6094379124341003
40.0,0,0,13.0,65.0,-34.606323366650415,-58.29995803515639,1.0,1,0.08149015068042766,40.0,3.6888794541139363,0.0,2.5649493574615367
103.0,0,0,5.0,184.0,-34.53139306344824,-58.41969807757302,3.0,1,0.08083797790962172,34.333333333333336,4.634728988229636,1.0986122886681098,1.6094379124341003
93.0,1,0,12.0,176.0,-34.62244552493263,-58.426856566161526,3.0,1,0.04965031133432951,31.0,4.532599493153256,1.0986122886681098,2.4849066497880004
227.0,1,0,19.0,388.0,-34.56397963203994,-58.41327481071831,5.0,1,0.050070936563228786,45.4,5.424950017481403,1.6094379124341003,2.9444389791664403
51.0,1,1,10.0,112.0,-34.545128885685976,-58.36481674124256,2.0,1,0.05976899129204691,25.5,3.9318256327243257,0.6931471805599453,2.302585092994046
77.0,1,0,12.0,147.0,-34.63038847682812,-58.40161918306062,2.0,1,0.03441904262018685,38.5,4.343805421853684,0.6931471805599453,2.4849066497880004
92.0,1,0,7.0,175.0,-34.596283384304634,-58.3467474960838,3.0,1,0.03517875672642788,30.666666666666668,4.5217885770490405,1.0986122886681098,1.9459101490553132
147.0,1,0,11.0,279.0,-34.53251398458151,-58.41281143164861,4.0,1,0.07678468388704798,36.75,4.990432586778736,1.3862943611198906,2.3978952727983707
108.0,1,0,15.0,189.0,-34.554458247187306,-58.39365113022453,3.0,1,0.049649248855841294,36.0,4.68213122712422,1.0986122886681098,2.70805020110221
61.037271,0,0,13.0,482.0,40.7178180934389,-74.0088558812103,2.0,0,0.00933277733940009,30.5186355,4.111484677588809,0.6931471805599453,2.5649493574615367
140.0,1,0,13.0,250.0,-34.55477986050988,-58.35307479446712,4.0,1,0.05552747113635208,35.0,4.941642422609304,1.3862943611198906,2.5649493574615367
138.0,0,1,6.0,255.0,-34.55627761741919,-58.33316907770323,4.0,1,0.0668189792447906,34.5,4.927253685157205,1.3862943611198906,1.791759469228055
53.976643,0,0,9.0,397.0,40.70563045558001,-74.02457227953127,2.0,0,0.01973241358130644,26.9883215,3.98855141595611,0.6931471805599453,2.1972245773362196
94.017836,0,0,11.0,686.0,40.70784218600212,-74.03137113039966,3.0,0,0.026235238922609618,31.33927866666667,4.54348450895161,1.0986122886681098,2.3978952727983707
104.98039,0,0,5.0,814.0,40.72031176659963,-73.99659479457425,3.0,0,0.014004190599338991,34.99346333333333,4.653773570810586,1.0986122886681098,1.6094379124341003
61.966301,0,0,10.0,455.0,40.69827215461736,-73.97514378809244,2.0,0,0.03197063720872266,30.9831505,4.126590705019822,0.6931471805599453,2.302585092994046
