0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0.89199233,0.00049978547,6.383526e-06,0.00015193164,0.00014310055,0.0020878117,8.802769e-05,0.00022218449,0.00020648794,0.0015513361,0.00038591507,0.0037478535,0.00022990075,7.098802e-05,0.001093606,0.0017414292,0.0006313448,0.00025084842,4.9876603e-06,0.0007647505,6.3362626e-05,0.00021962404,0.001189796,0.002545811,0.0005358874,0.0007230652,2.2337203e-05,0.00042469875,2.5098398e-05,0.0014669563,4.6718134e-05,0.0017152518,7.135577e-05,0.037293844,0.00976932,5.7582994e-05,7.948886e-05,0.00039964617,0.00014169693,0.00048103774,0.008576757,0.0019175094,0.01786964,1.9953248e-05,0.00278771,0.005343108,0.00016319235,0.00011926162,5.9259848e-05
0.20733139,0.0012797054,0.0010287451,0.01185117,0.0006338083,0.016935704,0.0014948678,0.0029334486,0.010090855,0.012085548,0.0005076006,0.023926498,0.06303333,0.00557524,0.13603207,0.0052327965,0.014582966,0.0021055017,0.0014145845,0.022763895,0.0023621805,0.0008679627,0.008746802,0.002011419,0.0021646116,0.031773996,0.00017531347,0.0017786277,0.0013651565,0.040549375,0.00022248978,0.08777821,0.0019250159,0.0230635,0.08351579,0.0014254447,0.0024486776,0.0013931581,0.009244699,0.0049852533,0.004254337,0.010569591,0.06553689,0.00030763354,0.026486395,0.026445366,0.008360355,0.0067141773,0.0026878759
0.08206308,0.0027346453,0.014087686,0.0012095157,0.00011301022,0.0098530715,0.00015906975,0.020651834,0.0004844659,0.06776263,0.0052324124,0.15716344,0.016395437,0.00013156212,0.006845108,0.0075241257,0.0018299678,0.0468037,0.0128124235,0.008323441,0.00014451476,0.0028136722,0.0024807467,0.00054123334,0.14385112,0.03208117,0.00033290865,0.0029841813,0.0025290032,0.0043765716,0.0003296027,0.035359602,0.0001491237,0.011434456,0.00095745706,0.0010309858,0.0016211465,0.0023683982,0.007722954,0.0076334407,0.0026553834,0.002535446,0.24869554,0.0006379633,0.013025257,0.00397832,0.00047360014,0.004466709,0.00060887134
0.13325277,0.0005720081,1.5765072e-05,0.00022789718,0.0038228505,0.0009936399,1.4171295e-06,0.0005473203,0.00011744809,7.896018e-05,8.272021e-05,0.0006134685,7.847552e-05,7.393645e-07,0.0021760468,0.00015045094,6.65862e-07,0.0043533244,1.2897489e-06,2.0597238e-06,9.883058e-07,0.0024557996,0.31649402,0.0004445893,0.12028641,0.1975471,4.5968404e-06,0.006212237,0.0001510192,0.00037546453,7.667826e-05,0.008806842,1.7872985e-06,0.08693075,9.0818503e-07,0.0024293007,0.0009257071,1.7183766e-05,1.409477e-07,6.836543e-07,6.97667e-05,0.022812117,0.027477814,0.000375447,0.03330555,0.022204855,1.5196384e-05,0.0034876016,1.6202975e-07
0.46583667,0.008606653,0.00019841047,0.0010082778,0.0060245264,0.00971533,0.0012700977,0.002170545,0.017064782,0.029695883,0.009415631,0.0012002576,0.0029702792,0.003900862,0.008746882,0.018413553,0.015880495,0.0076902895,0.0005525786,0.0032113483,0.03155486,0.006980277,0.018931022,0.041131742,0.00461062,0.0048524467,0.008941564,0.00070887496,0.0011127123,0.046208303,0.0022306314,0.0061001536,0.011189566,0.030355154,0.01154151,0.003501253,0.0048792013,0.0018781704,0.001739133,0.01286327,0.058124308,0.007297503,0.012894512,0.0058501437,0.03422664,0.011141069,0.0016599412,0.00064763305,0.0032744429
0.9662991,2.8486244e-05,1.5202771e-06,9.813053e-07,2.8534462e-06,3.8563572e-05,7.6008166e-07,1.2268574e-06,7.950624e-06,0.0037554,0.0108410595,2.9445031e-05,2.2036511e-05,3.3915578e-06,0.0004740577,0.0018239551,1.0707993e-05,0.003425829,6.5489676e-06,5.6756027e-05,0.00012184332,0.0004670347,1.0336178e-05,1.3855283e-05,0.0026036387,2.2928161e-05,0.00011076222,6.259125e-06,5.142984e-07,0.00077373214,0.00011921588,5.4350847e-05,1.0372873e-05,0.0021489507,5.226107e-07,0.00026707738,7.087349e-05,2.2840408e-05,2.1103241e-07,0.00030059778,0.0006973568,5.9393897e-06,0.002668756,8.132686e-05,0.0021592446,0.00042159503,7.3428805e-06,4.6401175e-07,1.4351108e-06
0.8346724,5.9574868e-05,1.3670054e-06,0.00037473242,3.6882317e-05,0.003570086,7.801827e-06,0.00017271802,0.00021397117,0.0014796531,0.00039804404,0.009836551,0.001861849,0.00088149257,0.0036582127,0.0010804238,5.8383273e-05,0.00019532247,1.0545768e-05,0.00072010956,0.00013686164,0.00014483124,0.0021895356,0.00054029876,0.00012822016,0.0019033013,4.4347526e-06,0.00021053715,1.0980075e-05,0.022128863,0.0009844359,0.0033143775,0.00019729006,0.042611748,0.02374337,0.00064598914,0.0006097137,0.0013836747,1.2467937e-05,5.1123025e-05,0.0030469247,0.00028014428,0.0011614128,1.6968686e-05,0.009997459,0.024438664,0.0003124556,0.00011947512,0.00038434457
0.71392703,0.0008816943,1.5623422e-05,0.004646236,0.0005103082,0.0016164898,0.0002152608,0.00012703247,5.007224e-05,0.0007396741,0.00033475942,0.025170915,0.00030533213,4.4329572e-05,0.0055806804,0.0009406489,0.00023328999,0.0011680084,3.0219362e-05,0.0014981186,2.4716788e-05,0.0046051526,0.0018800951,0.0005324757,0.0024203057,0.0023312531,7.000449e-05,0.0070805983,0.00014923341,0.0027959982,0.00067951926,0.0063142297,3.507156e-05,0.110927634,0.0014089637,0.0004353151,0.00010076014,0.0012927986,2.5627282e-05,6.3719635e-05,0.001807344,0.001787381,0.052081883,3.0731422e-05,0.0028899994,0.035222683,0.0043199733,0.00062343676,2.7272867e-05
0.62490886,6.7630506e-05,3.5837934e-06,0.00027936953,0.00022720381,0.00039329115,2.3351426e-05,4.6564295e-05,3.7870818e-06,0.0003419737,0.0022958615,0.013320061,0.00021692255,7.1823165e-06,0.005626339,0.007194355,1.3810914e-05,0.00019268988,1.1872592e-06,7.9504325e-06,2.4533445e-05,0.03800362,0.00199934,0.00027568048,0.00030524656,0.00021852144,2.232752e-05,0.029066388,5.6105644e-05,0.0116390735,0.0043988503,0.0055565224,3.5275993e-06,0.05357619,2.6431047e-05,0.013815562,0.0006104858,0.0006573623,1.8650529e-06,4.4319893e-07,0.0031259556,0.0001266826,0.020364953,2.7010532e-05,0.012891216,0.14635997,0.0005766664,0.0010505887,4.6879624e-05
0.9679197,8.39968e-06,3.96128e-07,6.3612075e-05,1.016467e-05,5.5285785e-05,4.88693e-07,1.4590478e-05,2.6126017e-05,0.0009911009,0.000543049,0.00040704987,0.0010471966,5.7443262e-06,0.0057904487,0.00021621576,1.0497249e-05,5.9867354e-05,5.8982864e-06,4.450344e-05,8.064901e-06,0.00024748864,6.306836e-05,2.674077e-06,0.0006374601,0.0022816504,1.5138651e-06,6.974868e-05,2.043361e-07,0.00063691445,2.7527074e-05,0.0028840909,2.230326e-06,0.008738015,2.2673623e-05,0.00017873995,2.8649929e-05,0.00019451264,3.6558262e-07,2.2246784e-05,2.1892087e-05,0.00012624604,0.0029521487,4.2448915e-05,0.0011849483,0.0023216384,5.870007e-05,2.1810438e-05,1.9244826e-06
